04-10-2021 00:00:06 Se inicia el registro: logRestHopu
04-10-2021 03:37:37 Se graban todos los datos correctamente
04-10-2021 03:38:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:38:07 Se graban todos los datos correctamente
04-10-2021 03:38:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:38:37 Se graban todos los datos correctamente
04-10-2021 03:39:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:39:07 Se graban todos los datos correctamente
04-10-2021 03:39:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:39:37 Se graban todos los datos correctamente
04-10-2021 03:40:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:40:07 Se graban todos los datos correctamente
04-10-2021 03:40:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:40:37 Se graban todos los datos correctamente
04-10-2021 03:41:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:41:07 Se graban todos los datos correctamente
04-10-2021 03:41:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:41:37 Se graban todos los datos correctamente
04-10-2021 03:42:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:42:07 Se graban todos los datos correctamente
04-10-2021 03:42:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:42:37 Se graban todos los datos correctamente
04-10-2021 03:43:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:43:07 Se graban todos los datos correctamente
04-10-2021 03:43:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:43:37 Se graban todos los datos correctamente
04-10-2021 03:44:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:44:07 Se graban todos los datos correctamente
04-10-2021 03:44:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:44:37 Se graban todos los datos correctamente
04-10-2021 03:45:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:45:07 Se graban todos los datos correctamente
04-10-2021 03:45:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:45:37 Se graban todos los datos correctamente
04-10-2021 03:46:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:46:07 Se graban todos los datos correctamente
04-10-2021 03:46:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:46:37 Se graban todos los datos correctamente
04-10-2021 03:47:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:47:07 Se graban todos los datos correctamente
04-10-2021 03:47:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:47:37 Se graban todos los datos correctamente
04-10-2021 03:48:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:48:07 Se graban todos los datos correctamente
04-10-2021 03:48:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:48:37 Se graban todos los datos correctamente
04-10-2021 03:49:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:49:07 Se graban todos los datos correctamente
04-10-2021 03:49:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:49:37 Se graban todos los datos correctamente
04-10-2021 03:50:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:50:07 Se graban todos los datos correctamente
04-10-2021 03:50:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:50:37 Se graban todos los datos correctamente
04-10-2021 03:51:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:51:07 Se graban todos los datos correctamente
04-10-2021 03:51:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:51:37 Se graban todos los datos correctamente
04-10-2021 03:52:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:52:07 Se graban todos los datos correctamente
04-10-2021 03:52:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:52:37 Se graban todos los datos correctamente
04-10-2021 03:53:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:53:07 Se graban todos los datos correctamente
04-10-2021 03:53:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:53:37 Se graban todos los datos correctamente
04-10-2021 03:54:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:54:07 Se graban todos los datos correctamente
04-10-2021 03:54:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:54:37 Se graban todos los datos correctamente
04-10-2021 03:55:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:55:07 Se graban todos los datos correctamente
04-10-2021 03:55:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:55:37 Se graban todos los datos correctamente
04-10-2021 03:56:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:56:07 Se graban todos los datos correctamente
04-10-2021 03:56:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:56:37 Se graban todos los datos correctamente
04-10-2021 03:57:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:57:07 Se graban todos los datos correctamente
04-10-2021 03:57:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:57:37 Se graban todos los datos correctamente
04-10-2021 03:58:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:58:07 Se graban todos los datos correctamente
04-10-2021 03:58:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:58:37 Se graban todos los datos correctamente
04-10-2021 03:59:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:59:07 Se graban todos los datos correctamente
04-10-2021 03:59:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 03:59:37 Se graban todos los datos correctamente
04-10-2021 04:00:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:00:07 Se graban todos los datos correctamente
04-10-2021 04:00:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:00:37 Se graban todos los datos correctamente
04-10-2021 04:01:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:01:07 Se graban todos los datos correctamente
04-10-2021 04:01:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:01:37 Se graban todos los datos correctamente
04-10-2021 04:02:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:02:07 Se graban todos los datos correctamente
04-10-2021 04:02:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:02:37 Se graban todos los datos correctamente
04-10-2021 04:03:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:03:07 Se graban todos los datos correctamente
04-10-2021 04:03:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:03:37 Se graban todos los datos correctamente
04-10-2021 04:04:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:04:07 Se graban todos los datos correctamente
04-10-2021 04:04:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:04:37 Se graban todos los datos correctamente
04-10-2021 04:05:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:05:07 Se graban todos los datos correctamente
04-10-2021 04:05:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:05:37 Se graban todos los datos correctamente
04-10-2021 04:06:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:06:07 Se graban todos los datos correctamente
04-10-2021 04:06:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:06:37 Se graban todos los datos correctamente
04-10-2021 04:07:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:07:07 Se graban todos los datos correctamente
04-10-2021 04:07:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:07:37 Se graban todos los datos correctamente
04-10-2021 04:08:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:08:07 Se graban todos los datos correctamente
04-10-2021 04:08:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:08:37 Se graban todos los datos correctamente
04-10-2021 04:09:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:09:07 Se graban todos los datos correctamente
04-10-2021 04:09:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:09:37 Se graban todos los datos correctamente
04-10-2021 04:10:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:10:07 Se graban todos los datos correctamente
04-10-2021 04:10:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:10:37 Se graban todos los datos correctamente
04-10-2021 04:11:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:11:07 Se graban todos los datos correctamente
04-10-2021 04:11:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:11:37 Se graban todos los datos correctamente
04-10-2021 04:12:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:12:07 Se graban todos los datos correctamente
04-10-2021 04:12:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:12:37 Se graban todos los datos correctamente
04-10-2021 04:13:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:13:07 Se graban todos los datos correctamente
04-10-2021 04:13:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:13:37 Se graban todos los datos correctamente
04-10-2021 04:14:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:14:07 Se graban todos los datos correctamente
04-10-2021 04:14:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:14:37 Se graban todos los datos correctamente
04-10-2021 04:15:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:15:07 Se graban todos los datos correctamente
04-10-2021 04:15:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:15:37 Se graban todos los datos correctamente
04-10-2021 04:16:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:16:07 Se graban todos los datos correctamente
04-10-2021 04:16:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:16:37 Se graban todos los datos correctamente
04-10-2021 04:17:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:17:07 Se graban todos los datos correctamente
04-10-2021 04:17:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:17:37 Se graban todos los datos correctamente
04-10-2021 04:18:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:18:07 Se graban todos los datos correctamente
04-10-2021 04:18:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:18:37 Se graban todos los datos correctamente
04-10-2021 04:19:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:19:07 Se graban todos los datos correctamente
04-10-2021 04:19:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:19:37 Se graban todos los datos correctamente
04-10-2021 04:20:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:20:07 Se graban todos los datos correctamente
04-10-2021 04:20:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:20:37 Se graban todos los datos correctamente
04-10-2021 04:21:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:21:07 Se graban todos los datos correctamente
04-10-2021 04:21:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:21:37 Se graban todos los datos correctamente
04-10-2021 04:22:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:22:07 Se graban todos los datos correctamente
04-10-2021 04:22:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:22:37 Se graban todos los datos correctamente
04-10-2021 04:23:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:23:07 Se graban todos los datos correctamente
04-10-2021 04:23:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:23:37 Se graban todos los datos correctamente
04-10-2021 04:24:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:24:07 Se graban todos los datos correctamente
04-10-2021 04:24:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:24:37 Se graban todos los datos correctamente
04-10-2021 04:25:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:25:07 Se graban todos los datos correctamente
04-10-2021 04:25:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:25:37 Se graban todos los datos correctamente
04-10-2021 04:26:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:26:07 Se graban todos los datos correctamente
04-10-2021 04:26:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:26:37 Se graban todos los datos correctamente
04-10-2021 04:27:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:27:07 Se graban todos los datos correctamente
04-10-2021 04:27:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:27:37 Se graban todos los datos correctamente
04-10-2021 04:28:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:28:07 Se graban todos los datos correctamente
04-10-2021 04:28:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:28:37 Se graban todos los datos correctamente
04-10-2021 04:29:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:29:07 Se graban todos los datos correctamente
04-10-2021 04:29:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:29:37 Se graban todos los datos correctamente
04-10-2021 04:30:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:30:07 Se graban todos los datos correctamente
04-10-2021 04:30:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:30:37 Se graban todos los datos correctamente
04-10-2021 04:31:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:31:07 Se graban todos los datos correctamente
04-10-2021 04:31:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:31:37 Se graban todos los datos correctamente
04-10-2021 04:32:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:32:07 Se graban todos los datos correctamente
04-10-2021 04:32:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:32:37 Se graban todos los datos correctamente
04-10-2021 04:33:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:33:07 Se graban todos los datos correctamente
04-10-2021 04:33:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:33:37 Se graban todos los datos correctamente
04-10-2021 04:34:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:34:07 Se graban todos los datos correctamente
04-10-2021 04:34:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:34:37 Se graban todos los datos correctamente
04-10-2021 04:35:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:35:07 Se graban todos los datos correctamente
04-10-2021 04:35:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:35:37 Se graban todos los datos correctamente
04-10-2021 04:36:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:36:07 Se graban todos los datos correctamente
04-10-2021 04:36:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:36:37 Se graban todos los datos correctamente
04-10-2021 04:37:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:37:07 Se graban todos los datos correctamente
04-10-2021 04:37:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:37:37 Se graban todos los datos correctamente
04-10-2021 04:38:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:38:07 Se graban todos los datos correctamente
04-10-2021 04:38:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:38:37 Se graban todos los datos correctamente
04-10-2021 04:39:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:39:07 Se graban todos los datos correctamente
04-10-2021 04:39:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:39:37 Se graban todos los datos correctamente
04-10-2021 04:40:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:40:07 Se graban todos los datos correctamente
04-10-2021 04:40:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:40:37 Se graban todos los datos correctamente
04-10-2021 04:41:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:41:07 Se graban todos los datos correctamente
04-10-2021 04:41:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:41:37 Se graban todos los datos correctamente
04-10-2021 04:42:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:42:07 Se graban todos los datos correctamente
04-10-2021 04:42:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:42:37 Se graban todos los datos correctamente
04-10-2021 04:43:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:43:07 Se graban todos los datos correctamente
04-10-2021 04:43:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:43:37 Se graban todos los datos correctamente
04-10-2021 04:44:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:44:07 Se graban todos los datos correctamente
04-10-2021 04:44:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:44:37 Se graban todos los datos correctamente
04-10-2021 04:45:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:45:07 Se graban todos los datos correctamente
04-10-2021 04:45:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:45:37 Se graban todos los datos correctamente
04-10-2021 04:46:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:46:07 Se graban todos los datos correctamente
04-10-2021 04:46:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:46:37 Se graban todos los datos correctamente
04-10-2021 04:47:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:47:07 Se graban todos los datos correctamente
04-10-2021 04:47:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:47:37 Se graban todos los datos correctamente
04-10-2021 04:48:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:48:07 Se graban todos los datos correctamente
04-10-2021 04:48:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:48:37 Se graban todos los datos correctamente
04-10-2021 04:49:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:49:07 Se graban todos los datos correctamente
04-10-2021 04:49:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:49:37 Se graban todos los datos correctamente
04-10-2021 04:50:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:50:07 Se graban todos los datos correctamente
04-10-2021 04:50:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:50:37 Se graban todos los datos correctamente
04-10-2021 04:51:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:51:07 Se graban todos los datos correctamente
04-10-2021 04:51:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:51:37 Se graban todos los datos correctamente
04-10-2021 04:52:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:52:07 Se graban todos los datos correctamente
04-10-2021 04:52:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:52:37 Se graban todos los datos correctamente
04-10-2021 04:53:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:53:07 Se graban todos los datos correctamente
04-10-2021 04:53:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:53:37 Se graban todos los datos correctamente
04-10-2021 04:54:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:54:07 Se graban todos los datos correctamente
04-10-2021 04:54:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:54:37 Se graban todos los datos correctamente
04-10-2021 04:55:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:55:07 Se graban todos los datos correctamente
04-10-2021 04:55:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:55:37 Se graban todos los datos correctamente
04-10-2021 04:56:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:56:07 Se graban todos los datos correctamente
04-10-2021 04:56:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:56:37 Se graban todos los datos correctamente
04-10-2021 04:57:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:57:07 Se graban todos los datos correctamente
04-10-2021 04:57:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:57:37 Se graban todos los datos correctamente
04-10-2021 04:58:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:58:07 Se graban todos los datos correctamente
04-10-2021 04:58:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:58:37 Se graban todos los datos correctamente
04-10-2021 04:59:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:59:07 Se graban todos los datos correctamente
04-10-2021 04:59:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 04:59:37 Se graban todos los datos correctamente
04-10-2021 05:00:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:00:07 Se graban todos los datos correctamente
04-10-2021 05:00:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:00:37 Se graban todos los datos correctamente
04-10-2021 05:01:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:01:07 Se graban todos los datos correctamente
04-10-2021 05:01:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:01:37 Se graban todos los datos correctamente
04-10-2021 05:02:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:02:07 Se graban todos los datos correctamente
04-10-2021 05:02:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:02:37 Se graban todos los datos correctamente
04-10-2021 05:03:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:03:07 Se graban todos los datos correctamente
04-10-2021 05:03:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:03:37 Se graban todos los datos correctamente
04-10-2021 05:04:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:04:07 Se graban todos los datos correctamente
04-10-2021 05:04:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:04:37 Se graban todos los datos correctamente
04-10-2021 05:05:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:05:07 Se graban todos los datos correctamente
04-10-2021 05:05:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:05:37 Se graban todos los datos correctamente
04-10-2021 05:06:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:06:07 Se graban todos los datos correctamente
04-10-2021 05:06:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:06:37 Se graban todos los datos correctamente
04-10-2021 05:07:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:07:07 Se graban todos los datos correctamente
04-10-2021 05:07:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:07:37 Se graban todos los datos correctamente
04-10-2021 05:08:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:08:07 Se graban todos los datos correctamente
04-10-2021 05:08:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:08:37 Se graban todos los datos correctamente
04-10-2021 05:09:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:09:07 Se graban todos los datos correctamente
04-10-2021 05:09:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:09:37 Se graban todos los datos correctamente
04-10-2021 05:10:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:10:07 Se graban todos los datos correctamente
04-10-2021 05:10:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:10:37 Se graban todos los datos correctamente
04-10-2021 05:11:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:11:07 Se graban todos los datos correctamente
04-10-2021 05:11:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:11:37 Se graban todos los datos correctamente
04-10-2021 05:12:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:12:07 Se graban todos los datos correctamente
04-10-2021 05:12:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:12:37 Se graban todos los datos correctamente
04-10-2021 05:13:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:13:07 Se graban todos los datos correctamente
04-10-2021 05:13:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:13:37 Se graban todos los datos correctamente
04-10-2021 05:14:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:14:07 Se graban todos los datos correctamente
04-10-2021 05:14:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:14:37 Se graban todos los datos correctamente
04-10-2021 05:15:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:15:07 Se graban todos los datos correctamente
04-10-2021 05:15:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:15:37 Se graban todos los datos correctamente
04-10-2021 05:16:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:16:07 Se graban todos los datos correctamente
04-10-2021 05:16:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:16:37 Se graban todos los datos correctamente
04-10-2021 05:17:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:17:07 Se graban todos los datos correctamente
04-10-2021 05:17:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:17:37 Se graban todos los datos correctamente
04-10-2021 05:18:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:18:07 Se graban todos los datos correctamente
04-10-2021 05:18:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:18:37 Se graban todos los datos correctamente
04-10-2021 05:19:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:19:07 Se graban todos los datos correctamente
04-10-2021 05:19:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:19:37 Se graban todos los datos correctamente
04-10-2021 05:20:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:20:07 Se graban todos los datos correctamente
04-10-2021 05:20:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:20:37 Se graban todos los datos correctamente
04-10-2021 05:21:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:21:07 Se graban todos los datos correctamente
04-10-2021 05:21:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:21:37 Se graban todos los datos correctamente
04-10-2021 05:22:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:22:07 Se graban todos los datos correctamente
04-10-2021 05:22:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:22:37 Se graban todos los datos correctamente
04-10-2021 05:23:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:23:07 Se graban todos los datos correctamente
04-10-2021 05:23:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:23:37 Se graban todos los datos correctamente
04-10-2021 05:24:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:24:07 Se graban todos los datos correctamente
04-10-2021 05:24:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:24:37 Se graban todos los datos correctamente
04-10-2021 05:25:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:25:07 Se graban todos los datos correctamente
04-10-2021 05:25:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:25:37 Se graban todos los datos correctamente
04-10-2021 05:26:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:26:07 Se graban todos los datos correctamente
04-10-2021 05:26:36 El dispositivo responde -> operationalStatus: CONNECTED
