01-10-2021 09:59:36 Se inicia el registro: logRestHopu
01-10-2021 15:15:37 Se graban todos los datos correctamente
01-10-2021 15:16:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:16:07 Se graban todos los datos correctamente
01-10-2021 15:16:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:16:37 Se graban todos los datos correctamente
01-10-2021 15:17:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:17:07 Se graban todos los datos correctamente
01-10-2021 15:17:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:17:37 Se graban todos los datos correctamente
01-10-2021 15:18:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:18:07 Se graban todos los datos correctamente
01-10-2021 15:18:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:18:37 Se graban todos los datos correctamente
01-10-2021 15:19:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:19:07 Se graban todos los datos correctamente
01-10-2021 15:19:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:19:37 Se graban todos los datos correctamente
01-10-2021 15:20:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:20:07 Se graban todos los datos correctamente
01-10-2021 15:20:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:20:37 Se graban todos los datos correctamente
01-10-2021 15:21:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:21:07 Se graban todos los datos correctamente
01-10-2021 15:21:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:21:37 Se graban todos los datos correctamente
01-10-2021 15:22:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:22:07 Se graban todos los datos correctamente
01-10-2021 15:22:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:22:37 Se graban todos los datos correctamente
01-10-2021 15:23:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:23:07 Se graban todos los datos correctamente
01-10-2021 15:23:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:23:37 Se graban todos los datos correctamente
01-10-2021 15:24:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:24:07 Se graban todos los datos correctamente
01-10-2021 15:24:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:24:37 Se graban todos los datos correctamente
01-10-2021 15:25:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:25:07 Se graban todos los datos correctamente
01-10-2021 15:25:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:25:37 Se graban todos los datos correctamente
01-10-2021 15:26:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:26:07 Se graban todos los datos correctamente
01-10-2021 15:26:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:26:37 Se graban todos los datos correctamente
01-10-2021 15:27:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:27:07 Se graban todos los datos correctamente
01-10-2021 15:27:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:27:37 Se graban todos los datos correctamente
01-10-2021 15:28:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:28:07 Se graban todos los datos correctamente
01-10-2021 15:28:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:28:37 Se graban todos los datos correctamente
01-10-2021 15:29:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:29:07 Se graban todos los datos correctamente
01-10-2021 15:29:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:29:37 Se graban todos los datos correctamente
01-10-2021 15:30:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:30:07 Se graban todos los datos correctamente
01-10-2021 15:30:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:30:37 Se graban todos los datos correctamente
01-10-2021 15:31:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:31:07 Se graban todos los datos correctamente
01-10-2021 15:31:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:31:37 Se graban todos los datos correctamente
01-10-2021 15:32:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:32:07 Se graban todos los datos correctamente
01-10-2021 15:32:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:32:37 Se graban todos los datos correctamente
01-10-2021 15:33:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:33:07 Se graban todos los datos correctamente
01-10-2021 15:33:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:33:37 Se graban todos los datos correctamente
01-10-2021 15:34:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:34:07 Se graban todos los datos correctamente
01-10-2021 15:34:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:34:37 Se graban todos los datos correctamente
01-10-2021 15:35:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:35:07 Se graban todos los datos correctamente
01-10-2021 15:35:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:35:37 Se graban todos los datos correctamente
01-10-2021 15:36:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:36:07 Se graban todos los datos correctamente
01-10-2021 15:36:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:36:37 Se graban todos los datos correctamente
01-10-2021 15:37:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:37:07 Se graban todos los datos correctamente
01-10-2021 15:37:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:37:37 Se graban todos los datos correctamente
01-10-2021 15:38:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:38:07 Se graban todos los datos correctamente
01-10-2021 15:38:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:38:37 Se graban todos los datos correctamente
01-10-2021 15:39:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:39:07 Se graban todos los datos correctamente
01-10-2021 15:39:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:39:37 Se graban todos los datos correctamente
01-10-2021 15:40:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:40:07 Se graban todos los datos correctamente
01-10-2021 15:40:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:40:37 Se graban todos los datos correctamente
01-10-2021 15:41:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:41:07 Se graban todos los datos correctamente
01-10-2021 15:41:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:41:37 Se graban todos los datos correctamente
01-10-2021 15:42:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:42:07 Se graban todos los datos correctamente
01-10-2021 15:42:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:42:37 Se graban todos los datos correctamente
01-10-2021 15:43:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:43:07 Se graban todos los datos correctamente
01-10-2021 15:43:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:43:37 Se graban todos los datos correctamente
01-10-2021 15:44:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:44:07 Se graban todos los datos correctamente
01-10-2021 15:44:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:44:37 Se graban todos los datos correctamente
01-10-2021 15:45:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:45:07 Se graban todos los datos correctamente
01-10-2021 15:45:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:45:37 Se graban todos los datos correctamente
01-10-2021 15:46:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:46:07 Se graban todos los datos correctamente
01-10-2021 15:46:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:46:37 Se graban todos los datos correctamente
01-10-2021 15:47:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:47:07 Se graban todos los datos correctamente
01-10-2021 15:47:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:47:37 Se graban todos los datos correctamente
01-10-2021 15:48:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:48:07 Se graban todos los datos correctamente
01-10-2021 15:48:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:48:37 Se graban todos los datos correctamente
01-10-2021 15:49:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:49:07 Se graban todos los datos correctamente
01-10-2021 15:49:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:49:37 Se graban todos los datos correctamente
01-10-2021 15:50:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:50:07 Se graban todos los datos correctamente
01-10-2021 15:50:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:50:37 Se graban todos los datos correctamente
01-10-2021 15:51:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:51:07 Se graban todos los datos correctamente
01-10-2021 15:51:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:51:37 Se graban todos los datos correctamente
01-10-2021 15:52:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:52:07 Se graban todos los datos correctamente
01-10-2021 15:52:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:52:37 Se graban todos los datos correctamente
01-10-2021 15:53:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:53:07 Se graban todos los datos correctamente
01-10-2021 15:53:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:53:37 Se graban todos los datos correctamente
01-10-2021 15:54:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:54:07 Se graban todos los datos correctamente
01-10-2021 15:54:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:54:37 Se graban todos los datos correctamente
01-10-2021 15:55:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:55:07 Se graban todos los datos correctamente
01-10-2021 15:55:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:55:37 Se graban todos los datos correctamente
01-10-2021 15:56:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:56:07 Se graban todos los datos correctamente
01-10-2021 15:56:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:56:37 Se graban todos los datos correctamente
01-10-2021 15:57:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:57:07 Se graban todos los datos correctamente
01-10-2021 15:57:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:57:37 Se graban todos los datos correctamente
01-10-2021 15:58:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:58:07 Se graban todos los datos correctamente
01-10-2021 15:58:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:58:37 Se graban todos los datos correctamente
01-10-2021 15:59:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:59:07 Se graban todos los datos correctamente
01-10-2021 15:59:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 15:59:37 Se graban todos los datos correctamente
01-10-2021 16:00:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:00:07 Se graban todos los datos correctamente
01-10-2021 16:00:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:00:37 Se graban todos los datos correctamente
01-10-2021 16:01:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:01:07 Se graban todos los datos correctamente
01-10-2021 16:01:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:01:37 Se graban todos los datos correctamente
01-10-2021 16:02:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:02:07 Se graban todos los datos correctamente
01-10-2021 16:02:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:02:37 Se graban todos los datos correctamente
01-10-2021 16:03:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:03:07 Se graban todos los datos correctamente
01-10-2021 16:03:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:03:37 Se graban todos los datos correctamente
01-10-2021 16:04:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:04:07 Se graban todos los datos correctamente
01-10-2021 16:04:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:04:37 Se graban todos los datos correctamente
01-10-2021 16:05:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:05:07 Se graban todos los datos correctamente
01-10-2021 16:05:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:05:37 Se graban todos los datos correctamente
01-10-2021 16:06:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:06:07 Se graban todos los datos correctamente
01-10-2021 16:06:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:06:37 Se graban todos los datos correctamente
01-10-2021 16:07:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:07:07 Se graban todos los datos correctamente
01-10-2021 16:07:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:07:37 Se graban todos los datos correctamente
01-10-2021 16:08:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:08:07 Se graban todos los datos correctamente
01-10-2021 16:08:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:08:37 Se graban todos los datos correctamente
01-10-2021 16:09:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:09:07 Se graban todos los datos correctamente
01-10-2021 16:09:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:09:37 Se graban todos los datos correctamente
01-10-2021 16:10:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:10:07 Se graban todos los datos correctamente
01-10-2021 16:10:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:10:37 Se graban todos los datos correctamente
01-10-2021 16:11:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:11:07 Se graban todos los datos correctamente
01-10-2021 16:11:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:11:37 Se graban todos los datos correctamente
01-10-2021 16:12:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:12:07 Se graban todos los datos correctamente
01-10-2021 16:12:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:12:37 Se graban todos los datos correctamente
01-10-2021 16:13:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:13:07 Se graban todos los datos correctamente
01-10-2021 16:13:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:13:37 Se graban todos los datos correctamente
01-10-2021 16:14:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:14:07 Se graban todos los datos correctamente
01-10-2021 16:14:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:14:37 Se graban todos los datos correctamente
01-10-2021 16:15:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:15:07 Se graban todos los datos correctamente
01-10-2021 16:15:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:15:37 Se graban todos los datos correctamente
01-10-2021 16:16:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:16:07 Se graban todos los datos correctamente
01-10-2021 16:16:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:16:37 Se graban todos los datos correctamente
01-10-2021 16:17:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:17:07 Se graban todos los datos correctamente
01-10-2021 16:17:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:17:37 Se graban todos los datos correctamente
01-10-2021 16:18:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:18:07 Se graban todos los datos correctamente
01-10-2021 16:18:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:18:37 Se graban todos los datos correctamente
01-10-2021 16:19:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:19:07 Se graban todos los datos correctamente
01-10-2021 16:19:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:19:37 Se graban todos los datos correctamente
01-10-2021 16:20:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:20:07 Se graban todos los datos correctamente
01-10-2021 16:20:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:20:37 Se graban todos los datos correctamente
01-10-2021 16:21:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:21:07 Se graban todos los datos correctamente
01-10-2021 16:21:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:21:37 Se graban todos los datos correctamente
01-10-2021 16:22:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:22:07 Se graban todos los datos correctamente
01-10-2021 16:22:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:22:37 Se graban todos los datos correctamente
01-10-2021 16:23:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:23:07 Se graban todos los datos correctamente
01-10-2021 16:23:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:23:37 Se graban todos los datos correctamente
01-10-2021 16:24:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:24:07 Se graban todos los datos correctamente
01-10-2021 16:24:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:24:37 Se graban todos los datos correctamente
01-10-2021 16:25:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:25:07 Se graban todos los datos correctamente
01-10-2021 16:25:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:25:37 Se graban todos los datos correctamente
01-10-2021 16:26:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:26:07 Se graban todos los datos correctamente
01-10-2021 16:26:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:26:37 Se graban todos los datos correctamente
01-10-2021 16:27:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:27:07 Se graban todos los datos correctamente
01-10-2021 16:27:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:27:37 Se graban todos los datos correctamente
01-10-2021 16:28:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:28:07 Se graban todos los datos correctamente
01-10-2021 16:28:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:28:37 Se graban todos los datos correctamente
01-10-2021 16:29:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:29:07 Se graban todos los datos correctamente
01-10-2021 16:29:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:29:37 Se graban todos los datos correctamente
01-10-2021 16:30:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:30:07 Se graban todos los datos correctamente
01-10-2021 16:30:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:30:37 Se graban todos los datos correctamente
01-10-2021 16:31:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:31:07 Se graban todos los datos correctamente
01-10-2021 16:31:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:31:37 Se graban todos los datos correctamente
01-10-2021 16:32:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:32:07 Se graban todos los datos correctamente
01-10-2021 16:32:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:32:37 Se graban todos los datos correctamente
01-10-2021 16:33:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:33:07 Se graban todos los datos correctamente
01-10-2021 16:33:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:33:37 Se graban todos los datos correctamente
01-10-2021 16:34:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:34:07 Se graban todos los datos correctamente
01-10-2021 16:34:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:34:37 Se graban todos los datos correctamente
01-10-2021 16:35:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:35:07 Se graban todos los datos correctamente
01-10-2021 16:35:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:35:37 Se graban todos los datos correctamente
01-10-2021 16:36:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:36:07 Se graban todos los datos correctamente
01-10-2021 16:36:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:36:37 Se graban todos los datos correctamente
01-10-2021 16:37:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:37:07 Se graban todos los datos correctamente
01-10-2021 16:37:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:37:37 Se graban todos los datos correctamente
01-10-2021 16:38:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:38:07 Se graban todos los datos correctamente
01-10-2021 16:38:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:38:37 Se graban todos los datos correctamente
01-10-2021 16:39:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:39:07 Se graban todos los datos correctamente
01-10-2021 16:39:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:39:37 Se graban todos los datos correctamente
01-10-2021 16:40:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:40:07 Se graban todos los datos correctamente
01-10-2021 16:40:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:40:37 Se graban todos los datos correctamente
01-10-2021 16:41:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:41:07 Se graban todos los datos correctamente
01-10-2021 16:41:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:41:37 Se graban todos los datos correctamente
01-10-2021 16:42:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:42:07 Se graban todos los datos correctamente
01-10-2021 16:42:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:42:37 Se graban todos los datos correctamente
01-10-2021 16:43:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:43:07 Se graban todos los datos correctamente
01-10-2021 16:43:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:43:37 Se graban todos los datos correctamente
01-10-2021 16:44:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:44:07 Se graban todos los datos correctamente
01-10-2021 16:44:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:44:37 Se graban todos los datos correctamente
01-10-2021 16:45:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:45:07 Se graban todos los datos correctamente
01-10-2021 16:45:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:45:37 Se graban todos los datos correctamente
01-10-2021 16:46:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:46:07 Se graban todos los datos correctamente
01-10-2021 16:46:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:46:37 Se graban todos los datos correctamente
01-10-2021 16:47:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:47:07 Se graban todos los datos correctamente
01-10-2021 16:47:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:47:37 Se graban todos los datos correctamente
01-10-2021 16:48:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:48:07 Se graban todos los datos correctamente
01-10-2021 16:48:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:48:37 Se graban todos los datos correctamente
01-10-2021 16:49:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:49:07 Se graban todos los datos correctamente
01-10-2021 16:49:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:49:37 Se graban todos los datos correctamente
01-10-2021 16:50:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:50:07 Se graban todos los datos correctamente
01-10-2021 16:50:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:50:37 Se graban todos los datos correctamente
01-10-2021 16:51:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:51:07 Se graban todos los datos correctamente
01-10-2021 16:51:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:51:37 Se graban todos los datos correctamente
01-10-2021 16:52:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:52:07 Se graban todos los datos correctamente
01-10-2021 16:52:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:52:37 Se graban todos los datos correctamente
01-10-2021 16:53:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:53:07 Se graban todos los datos correctamente
01-10-2021 16:53:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:53:37 Se graban todos los datos correctamente
01-10-2021 16:54:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:54:07 Se graban todos los datos correctamente
01-10-2021 16:54:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:54:37 Se graban todos los datos correctamente
01-10-2021 16:55:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:55:07 Se graban todos los datos correctamente
01-10-2021 16:55:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:55:37 Se graban todos los datos correctamente
01-10-2021 16:56:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:56:07 Se graban todos los datos correctamente
01-10-2021 16:56:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:56:37 Se graban todos los datos correctamente
01-10-2021 16:57:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:57:07 Se graban todos los datos correctamente
01-10-2021 16:57:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:57:37 Se graban todos los datos correctamente
01-10-2021 16:58:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:58:07 Se graban todos los datos correctamente
01-10-2021 16:58:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:58:37 Se graban todos los datos correctamente
01-10-2021 16:59:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:59:07 Se graban todos los datos correctamente
01-10-2021 16:59:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 16:59:37 Se graban todos los datos correctamente
01-10-2021 17:00:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:00:07 Se graban todos los datos correctamente
01-10-2021 17:00:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:00:37 Se graban todos los datos correctamente
01-10-2021 17:01:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:01:07 Se graban todos los datos correctamente
01-10-2021 17:01:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:01:37 Se graban todos los datos correctamente
01-10-2021 17:02:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:02:07 Se graban todos los datos correctamente
01-10-2021 17:02:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:02:37 Se graban todos los datos correctamente
01-10-2021 17:03:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:03:07 Se graban todos los datos correctamente
01-10-2021 17:03:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:03:37 Se graban todos los datos correctamente
01-10-2021 17:04:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:04:07 Se graban todos los datos correctamente
01-10-2021 17:04:37 El dispositivo responde -> operationalStatus: CONNECTED
